,ID_CLIENTE,SAFRA_REF,INADIMPLENTE
0,6987942592445950913,2021-07,5.4909215e-05
1,5761480994209806499,2021-07,1.4850246e-05
2,8163895533020293251,2021-07,0.8432806
3,113538242419211987,2021-07,0.00011795474
4,1616952665234409442,2021-07,0.0015210501
5,682352428813668634,2021-07,1.1294365e-05
6,8909740532547211288,2021-07,4.3250726e-05
7,6916556752218696485,2021-07,5.448115e-06
8,8463871205935856285,2021-07,9.495482e-05
9,3258345688897172820,2021-07,0.00015853823
10,5794903898038236832,2021-07,0.0022078068
11,8409181491723988567,2021-07,0.00027434216
12,4679462479444735708,2021-07,1.5989628e-05
13,4679462479444735708,2021-07,1.8227525e-05
14,5854364934896993687,2021-07,4.4855173e-05
15,7628167057144760589,2021-07,0.0017214491
16,170089315547146305,2021-07,0.000104888175
17,6916556752218696485,2021-07,4.341254e-05
18,3285246914299291124,2021-07,0.00032685898
19,1182975716201409626,2021-07,0.0006961965
20,2012477868296377155,2021-07,0.0011161296
21,5757271354816214865,2021-07,0.9345018
22,4095739077267179172,2021-07,0.0008397835
23,5757271354816214865,2021-07,0.9595551
24,5757271354816214865,2021-07,0.97279274
25,6916556752218696485,2021-07,5.948782e-06
26,5757271354816214865,2021-07,0.9595859
27,2012477868296377155,2021-07,0.0035354896
28,4334472256949955221,2021-07,0.005472816
29,3285246914299291124,2021-07,0.00045378288
30,717981637594591016,2021-07,0.00016474357
31,2214132103234633622,2021-07,7.925442e-05
32,2763141362035716801,2021-07,2.775061e-06
33,5757271354816214865,2021-07,0.9447503
34,4095739077267179172,2021-07,0.000179629
35,170089315547146305,2021-07,0.00016821655
36,2658946240987854807,2021-07,5.3578988e-06
37,3095408468798675621,2021-07,6.4763604e-05
38,6950439982480713649,2021-07,0.0002309958
39,6330043096034525408,2021-07,0.0091583785
40,6941381638534728190,2021-07,0.00027086627
41,295375823203017296,2021-07,2.2112212e-05
42,3357976326879346012,2021-07,2.1953469e-05
43,8090492548102964782,2021-07,0.0015914828
44,9099218788416728596,2021-07,0.9970784
45,4347826483121154490,2021-07,4.19769e-05
46,9127318190908282126,2021-07,0.00018621687
47,6545052034269841737,2021-07,3.119724e-05
48,209477776078372134,2021-07,0.0010658827
49,3355881107559250653,2021-07,7.5604084e-06
50,6546850858912852316,2021-07,0.022841632
51,6448580780254847411,2021-07,2.6919142e-05
52,4675067298171588603,2021-07,0.0088195
53,2092588065958607289,2021-07,1.3350649e-06
54,2493688222671282470,2021-07,0.0013943844
55,1661240395903230676,2021-07,0.025767447
56,8529899700094903171,2021-07,3.3914224e-05
57,2033394215069562776,2021-07,4.785516e-05
58,8162017568751362437,2021-07,0.0032080912
59,6969348581033924947,2021-07,7.757198e-05
60,7870373680211625064,2021-07,0.00031719808
61,2322847438374159400,2021-07,8.825982e-05
62,3027683745465216663,2021-07,0.0013025624
63,3263212305228307743,2021-07,0.001285576
64,2083323809219952960,2021-07,7.999976e-06
65,6030285068945261052,2021-07,9.9249875e-05
66,3036967290595689189,2021-07,3.7554485e-06
67,459290606780222306,2021-07,1.7803306e-05
68,4524147234488547993,2021-07,0.0003830918
69,3480297543931395935,2021-07,0.30895448
70,5753677550753111444,2021-07,2.218411e-05
71,761746217261797478,2021-07,0.000106102074
72,6721448955097663572,2021-07,6.368122e-05
73,1953058402621337677,2021-07,1.8095601e-05
74,1953058402621337677,2021-07,2.111919e-05
75,2382123267535341265,2021-07,0.034853857
76,4995679129936981612,2021-07,0.19239864
77,1951407691087813358,2021-07,0.00010766624
78,5460280878923715699,2021-07,2.1319604e-05
79,7269781193318890653,2021-07,5.7510035e-05
80,1003144834589372198,2021-07,0.00011981283
81,5067621068959932809,2021-07,0.0001272529
82,1698828605814171242,2021-07,3.9225775e-05
83,5432443358006556295,2021-07,0.00013067083
84,4795152981525833467,2021-07,1.4205351e-05
85,4874157215501489741,2021-07,1.1515828e-05
86,4071158585850879204,2021-07,0.0003941046
87,8173830874846355280,2021-07,4.4851613e-06
88,8173830874846355280,2021-07,2.8206305e-06
89,1036256411320325774,2021-07,0.0008704628
90,5122095358293179297,2021-07,7.627358e-05
91,8733525963966339207,2021-07,0.051616337
92,3281818438120834833,2021-07,0.0003631368
93,8505870778358741102,2021-07,0.00018133888
94,5136739522477907100,2021-07,0.00031099335
95,3204108603682323936,2021-07,0.0002404681
96,7816319470107777265,2021-07,6.5880224e-05
97,5263285038415073073,2021-07,0.049118895
98,7347715771145302549,2021-07,0.00021349045
99,4071158585850879204,2021-07,4.1167656e-05
100,963687627963462983,2021-07,1.0166128e-05
101,8173830874846355280,2021-07,4.4851613e-06
102,187117706370645370,2021-07,0.013514292
103,86110062990790869,2021-07,0.0015209719
104,4863405965754103821,2021-07,0.0054868283
105,5635781225931111684,2021-07,0.0003187207
106,8623308321032624474,2021-07,0.0009850328
107,7492389223353246125,2021-07,0.0017277127
108,2408009918678280470,2021-07,0.000117019066
109,7930644815080409701,2021-07,0.00057380064
110,835441927760881602,2021-07,0.022834187
111,5611787644735474299,2021-07,9.33262e-06
112,2006188298374001315,2021-07,7.246838e-06
113,8874257794774679816,2021-07,5.762543e-05
114,7920896580423665241,2021-07,0.0003719901
115,8716163053080758848,2021-07,5.55514e-06
116,2772135008486239291,2021-07,6.61337e-05
117,5606267905834401873,2021-07,2.7890703e-05
118,5166128847048245697,2021-07,0.00024351895
119,3382624494518753363,2021-07,0.00024104565
120,187117706370645370,2021-07,0.00021602809
121,2119292203323657032,2021-07,0.00046037437
122,5304536516981778801,2021-07,4.3959033e-05
123,6217788509719675691,2021-07,0.0059484853
124,3204108603682323936,2021-07,0.0008637284
125,3960251564708868781,2021-07,0.0014117379
126,6964108750473070287,2021-07,7.281843e-05
127,7347715771145302549,2021-07,0.00046228882
128,4045739494965095560,2021-07,8.650963e-05
129,6964108750473070287,2021-07,8.4307394e-05
130,6276792736652545216,2021-07,0.00015301428
131,8505870778358741102,2021-07,0.0008398267
132,2371917341091102894,2021-07,0.00035394283
133,8173830874846355280,2021-07,3.765084e-06
134,2929243640075785940,2021-07,8.9332025e-06
135,2214132103234633622,2021-07,3.4057346e-05
136,6545052034269841737,2021-07,9.709344e-07
137,1088521227159442264,2021-07,0.00012646047
138,2929243640075785940,2021-07,7.352785e-06
139,8464809590757561185,2021-07,1.4469438e-05
140,8376902089871279815,2021-07,0.00026438577
141,6471448246085839373,2021-07,0.014744516
142,4043546053926060305,2021-07,0.21102048
143,5761480994209806499,2021-07,4.7057183e-06
144,1788369195969129749,2021-07,0.0009324241
145,683445437387317282,2021-07,1.553822e-05
146,3812760626052898456,2021-07,0.00012468381
147,968199235777440720,2021-07,9.26851e-06
148,7457803471605010846,2021-07,0.00012236381
149,4972567100282306577,2021-07,4.2726606e-05
150,4995217181024687397,2021-07,0.0008276022
151,4858887739802767402,2021-07,3.8683414e-05
152,6987942592445950913,2021-07,0.00024132551
153,4740535838297269949,2021-07,1.1063215e-05
154,3731278848600349375,2021-07,0.00059695006
155,3538481420098344176,2021-07,0.071622744
156,3248432590399829766,2021-07,0.0002214052
157,4769364850030443969,2021-07,0.00039384092
158,8901696535927078963,2021-07,1.6158923e-05
159,5864443060004179363,2021-07,0.0007197751
160,761746217261797478,2021-07,0.00020461535
161,1156053485989336481,2021-07,0.00077517086
162,2033394215069562776,2021-07,0.000104211045
163,3022528659032597047,2021-07,3.8539925e-05
164,5371387005775513675,2021-07,4.7194888e-05
165,7325545718770538459,2021-07,5.897227e-05
166,499242942549937267,2021-07,0.0012015405
167,499242942549937267,2021-07,0.00023174298
168,8185063234515056194,2021-07,0.00038258542
169,5687511145009775604,2021-07,0.0033816532
170,3977861004707764824,2021-07,1.1936309e-05
171,8889055492416898333,2021-07,0.0003570394
172,6053752047545474051,2021-07,6.118883e-05
173,3192341047315717823,2021-07,0.00032203036
174,7707459425750676368,2021-07,0.003085088
175,8173830874846355280,2021-07,3.765084e-06
176,8784237149961904,2021-07,6.621492e-05
177,1717812527056208209,2021-07,0.1683847
178,3285246914299291124,2021-07,0.00039178232
179,6724017568171288443,2021-07,0.0007158032
180,8213533889694327948,2021-07,2.8324339e-05
181,3118152790263512426,2021-07,0.00016268893
182,1551531256789550891,2021-07,4.6178273e-05
183,4166581859919473627,2021-07,0.00083330215
184,2532435113844289043,2021-07,0.00029403114
185,3118152790263512426,2021-07,1.6586473e-05
186,1536087798470875922,2021-07,0.008757993
187,6828316696355015040,2021-07,0.00027689346
188,8343941262792249232,2021-07,0.062342156
189,2726314736140152277,2021-07,0.95216155
190,1272921915900711149,2021-07,5.831445e-05
191,1097345589386012260,2021-07,0.0005107423
192,6134696632487351445,2021-07,0.00019689101
193,5883155883105348987,2021-07,0.0013673876
194,7176848230239877915,2021-07,0.0016429017
195,8512214463586144353,2021-07,2.6976657e-05
196,5931905128207886847,2021-07,0.00183579
197,851897122328714307,2021-07,0.00015659828
198,6582676833651678345,2021-07,9.754196e-05
199,2083323809219952960,2021-07,0.0006640314
200,5078307295214858596,2021-07,0.0027563835
201,7176848230239877915,2021-07,0.00035446134
202,1864367736036633256,2021-07,0.008298231
203,5726178124659661019,2021-07,1.8289827e-05
204,5726178124659661019,2021-07,0.00010647363
205,8512214463586144353,2021-07,1.21343055e-05
206,5726178124659661019,2021-07,0.00014310137
207,6582676833651678345,2021-07,6.5940374e-05
208,5726178124659661019,2021-07,1.9937403e-05
209,7930925883736021864,2021-07,2.8972734e-06
210,4018182555897034052,2021-07,3.3699355e-06
211,835441927760881602,2021-07,0.097846836
212,8733525963966339207,2021-07,0.06546014
213,3281617395243454427,2021-07,0.14273585
